sub_id,char_id,sub_start_date,sub_type,sub_months,sub_size,price,num_hard_currency,num_soft_currency
997153,177,2018-05-01,hard,3,400,2.96314668968681,36,40
1824965,178,2017-01-01,hard,2,600,7.695396507602266,54,60
32541,179,2018-02-01,balanced,4,300,1.4439898643560924,18,60
2023970,180,2018-04-01,soft,4,400,12.437595149967157,12,120
1456221,181,2017-07-01,soft,6,600,7.76719880973835,18,180
200011,182,2018-04-01,soft,3,100,0.5167953302684991,3,30
2423428,183,2017-12-01,balanced,3,300,4.571191893315591,18,60
2022372,184,2017-01-01,hard,5,400,3.617570891172202,36,40
1681920,185,2017-04-01,balanced,4,500,1.9245259299705695,30,100
1633612,186,2018-04-01,soft,6,700,2.262439212130807,21,210
996158,187,2018-05-01,balanced,2,600,2.105613394946433,36,120
1869540,188,2017-02-01,balanced,5,300,2.1257884879850177,18,60
868685,189,2017-11-01,balanced,6,800,1.876328389445011,48,160
1178976,190,2017-04-01,soft,5,400,4.54074364880158,12,120
6105,191,2017-08-01,balanced,2,600,3.8542131045066084,36,120
185226,192,2018-01-01,balanced,6,800,0.954499172222507,48,160
180610,193,2018-02-01,hard,0,300,4.950248093185384,27,30
1181015,194,2017-10-01,hard,4,800,4.142829148039142,72,80
205135,195,2018-02-01,soft,5,400,1.1121403516297768,12,120
48964,196,2017-07-01,balanced,5,1100,4.628545290701097,66,220
2461189,197,2018-01-01,soft,1,200,2.444823576782205,6,60
2893718,198,2017-01-01,soft,8,700,5.582117808312188,21,210
2156597,199,2018-01-01,hard,4,500,4.1861197839005735,45,50
1875494,200,2018-02-01,balanced,4,300,0.8305389116445009,18,60
161628,201,2017-02-01,balanced,4,600,0.9481502637625544,36,120
1806534,202,2017-04-01,soft,5,400,1.517457985978035,12,120
2339340,203,2018-05-01,balanced,2,600,2.4772307493023598,36,120
1994710,204,2018-02-01,balanced,1,600,0.5298257742454309,36,120
649945,205,2017-07-01,soft,4,700,9.763521544262804,21,210
2394979,206,2017-11-01,balanced,3,500,2.17613676659191,30,100
1846205,207,2017-06-01,soft,7,500,0.6764881605709157,15,150
202572,208,2017-01-01,balanced,5,1000,0.9439958533911411,60,200
273050,209,2018-02-01,balanced,3,700,3.841403670532844,42,140
2610424,210,2018-05-01,soft,1,500,3.1520166208860068,15,150
2636339,211,2017-11-01,balanced,0,400,6.237238718483215,24,80
472107,212,2017-09-01,soft,5,500,15.851590082921998,15,150
1495275,213,2018-01-01,balanced,2,800,15.50637668639605,48,160
1138106,214,2017-06-01,hard,3,400,2.6065660057099436,36,40
2209734,215,2017-01-01,balanced,2,600,0.9274605780908702,36,120
1544349,216,2018-01-01,hard,4,700,1.5443479775465332,63,70
738405,217,2017-01-01,balanced,4,400,12.36709368487012,24,80
1982851,218,2017-03-01,balanced,3,100,1.224689707984862,6,20
1151739,219,2017-09-01,hard,4,500,1.429220224186766,45,50
1494589,220,2018-04-01,hard,2,400,1.4761795467791607,36,40
423770,221,2017-07-01,balanced,3,500,7.173779464055975,30,100
265006,222,2017-01-01,soft,5,500,5.264405321305944,15,150
2850049,223,2017-02-01,hard,2,700,3.7711780550233116,63,70
850908,224,2017-10-01,balanced,3,100,3.935062866114492,6,20
221972,225,2017-07-01,hard,5,400,21.472503335188797,36,40
823758,226,2018-01-01,hard,2,900,3.420618279132721,81,90
395641,227,2017-09-01,balanced,3,600,2.001015906054105,36,120
1213489,228,2018-05-01,hard,3,400,8.534870385478785,36,40
439404,229,2017-07-01,hard,5,0,2.7180839135616908,0,0
2667638,230,2017-06-01,soft,5,300,10.154475644042083,9,90
726707,231,2018-05-01,hard,4,700,0.9723581329670863,63,70
2658529,232,2018-06-01,balanced,5,800,3.847985561635216,48,160
649727,233,2018-04-01,soft,6,800,1.9711027880933853,24,240
736907,234,2017-04-01,balanced,2,700,2.731970046048998,42,140
1710469,235,2017-04-01,balanced,1,200,0.8939620061942228,12,40
1158914,236,2017-05-01,balanced,4,500,0.7257498377681638,30,100
782496,237,2018-04-01,balanced,2,400,0.9515055529147081,24,80
2560362,238,2018-06-01,hard,7,400,2.4592563726732424,36,40
1360953,239,2017-03-01,hard,6,500,3.4468189119745443,45,50
1431487,240,2017-06-01,balanced,0,600,1.7119470240365744,36,120
650979,241,2017-09-01,hard,5,400,2.2183095533149007,36,40
1054485,242,2017-01-01,balanced,5,1000,1.4519177005241684,60,200
929715,243,2017-06-01,hard,4,500,1.1930938329390395,45,50
461975,244,2018-04-01,balanced,4,300,3.6247770519879765,18,60
2300420,245,2017-02-01,balanced,2,600,2.3209550944495136,36,120
558214,246,2017-07-01,balanced,1,200,2.6318013977166492,12,40
1245576,247,2017-05-01,balanced,5,500,6.515884373797431,30,100
2137729,248,2017-02-01,balanced,1,900,2.5720816736800005,54,180
1471341,249,2017-02-01,balanced,7,200,1.3313581421669118,12,40
1237954,250,2017-12-01,balanced,3,400,0.6538806486156514,24,80
2484919,251,2018-01-01,soft,4,200,5.530061098225174,6,60
1057695,252,2018-06-01,hard,4,400,8.709303449386303,36,40
1315458,253,2017-11-01,balanced,2,400,2.186975057817595,24,80
949952,254,2018-01-01,soft,4,400,9.235121986485513,12,120
2376552,255,2018-03-01,soft,6,900,7.176432696508905,27,270
553347,256,2017-07-01,balanced,4,700,20.91326919110874,42,140
623821,257,2018-02-01,balanced,5,400,2.625720165646025,24,80
77288,258,2017-12-01,balanced,3,200,6.4016504641651775,12,40
1023249,259,2018-02-01,hard,4,700,0.9178069007492703,63,70
2895466,260,2017-03-01,balanced,3,100,0.3480819395171067,6,20
1668863,261,2017-03-01,soft,3,300,2.4896055739150316,9,90
711915,262,2017-11-01,balanced,3,300,10.16379552146319,18,60
1959681,263,2017-03-01,balanced,2,1000,8.891726577029601,60,200
1551524,264,2018-06-01,soft,6,600,1.9115518669049099,18,180
1486589,265,2017-08-01,hard,4,800,5.972912717617834,72,80
492067,266,2018-05-01,balanced,3,500,15.263613345422083,30,100
2131881,267,2017-12-01,soft,4,100,3.308122462593244,3,30
1345993,268,2018-03-01,balanced,4,900,1.2449677650853619,54,180
1535062,269,2017-11-01,balanced,6,500,4.920904637206474,30,100
4355,270,2017-12-01,balanced,6,700,2.597768873897855,42,140
2293222,271,2018-06-01,hard,5,800,9.238866066174303,72,80
496727,272,2017-11-01,hard,5,500,4.0658836741930555,45,50
1218713,273,2017-01-01,balanced,1,300,4.089661045627678,18,60
1334747,274,2017-09-01,balanced,6,200,2.89001034082065,12,40
1290955,275,2017-04-01,balanced,8,300,8.29306703831686,18,60
1353816,276,2017-10-01,balanced,6,300,1.278706591734987,18,60
2397729,277,2017-01-01,balanced,8,400,2.2795864005035535,24,80
2435618,278,2018-06-01,balanced,5,600,1.3085819354520258,36,120
1789806,279,2017-09-01,balanced,4,300,0.8382310117938735,18,60
858933,280,2018-02-01,balanced,3,600,2.087358418095328,36,120
2955371,281,2018-06-01,soft,5,400,1.9014455500987748,12,120
1431504,282,2017-10-01,balanced,4,300,13.750597812804282,18,60
124285,283,2017-12-01,soft,6,300,7.725739783664602,9,90
2018219,284,2018-05-01,hard,3,900,6.168268265218028,81,90
1390837,285,2017-04-01,balanced,3,300,3.185931315691482,18,60
1869212,286,2017-07-01,balanced,4,500,3.1890422223463872,30,100
1857180,287,2017-08-01,balanced,1,600,4.128770715282007,36,120
2866072,288,2017-09-01,balanced,6,600,0.22910450824985118,36,120
2865054,289,2018-02-01,soft,6,500,15.680784637998036,15,150
2021105,290,2018-03-01,balanced,3,300,2.3148153007526404,18,60
2949143,291,2017-01-01,soft,2,900,4.145555506517634,27,270
2406596,292,2018-04-01,balanced,6,400,0.6791294414179362,24,80
454852,293,2017-07-01,balanced,5,900,1.1999070318757197,54,180
1128522,294,2017-03-01,balanced,9,600,5.246254124329648,36,120
564319,295,2018-04-01,balanced,6,700,9.274051442159909,42,140
1703016,296,2017-03-01,balanced,5,400,5.362070248028575,24,80
1189738,297,2017-04-01,balanced,4,600,1.5058663207215637,36,120
2872391,298,2017-10-01,hard,1,500,0.897554573427756,45,50
1311221,299,2018-06-01,balanced,1,300,1.2545518206090869,18,60
2809420,300,2018-02-01,hard,0,700,0.4238517120959179,63,70
2270100,301,2018-06-01,balanced,2,600,1.1901451832027028,36,120
2819203,302,2018-05-01,balanced,2,300,2.786744451739962,18,60
226825,303,2017-03-01,hard,1,400,0.4059910661613598,36,40
1717718,304,2017-05-01,balanced,4,400,0.43416980459396115,24,80
1673734,305,2017-03-01,soft,3,800,1.6037484311143397,24,240
1984861,306,2017-12-01,balanced,7,900,1.6257016040583843,54,180
1837563,307,2018-02-01,hard,6,700,5.112348900269898,63,70
1292328,308,2017-03-01,soft,4,100,2.806419442681249,3,30
1612272,309,2017-11-01,balanced,5,400,18.497004191269117,24,80
2491348,310,2017-10-01,hard,4,300,18.99039935786819,27,30
442621,311,2018-06-01,balanced,6,500,1.1392514054693117,30,100
92821,312,2018-06-01,balanced,2,500,2.5007755693190834,30,100
91675,313,2017-12-01,balanced,3,200,0.980473718742126,12,40
2481811,314,2017-02-01,balanced,6,300,7.025536403377145,18,60
315244,315,2017-05-01,balanced,3,200,0.6761610734187621,12,40
1003339,316,2017-06-01,soft,5,400,6.845426384891465,12,120
2948649,317,2018-01-01,balanced,6,300,8.824966591171773,18,60
2109489,318,2017-02-01,balanced,2,200,1.813565613007517,12,40
2280804,319,2018-04-01,hard,7,600,0.9947614420135527,54,60
10576,320,2018-03-01,soft,3,400,1.7323532030625852,12,120
1797684,321,2018-02-01,soft,4,400,4.95250682955974,12,120
2399788,322,2018-01-01,soft,5,300,3.903889411885173,9,90
1092001,323,2017-09-01,balanced,3,300,2.643390173631352,18,60
616498,324,2017-11-01,hard,4,400,0.7234694414597271,36,40
255328,325,2017-02-01,balanced,7,300,2.416104474395645,18,60
1013746,326,2018-03-01,balanced,3,100,12.702533000700505,6,20
2843509,327,2017-06-01,soft,2,700,0.9598992454777466,21,210
2977104,328,2017-12-01,balanced,2,500,1.7965315949092338,30,100
2937123,329,2018-06-01,balanced,2,600,1.7867495510093494,36,120
1090703,330,2018-04-01,balanced,3,200,4.437308364437072,12,40
2310936,331,2018-03-01,balanced,3,800,2.26011634801693,48,160
1830374,332,2017-04-01,hard,3,200,3.261080262994882,18,20
2984740,333,2017-06-01,soft,3,400,2.6354963687368635,12,120
2559219,334,2017-02-01,hard,2,500,9.712082541674913,45,50
2146018,335,2017-02-01,soft,5,700,7.473307506774149,21,210
234489,336,2017-07-01,balanced,6,600,1.8826704780577694,36,120
230636,337,2017-10-01,hard,1,400,4.046268049382055,36,40
1816407,338,2017-12-01,balanced,5,500,12.611236297517813,30,100
1749992,339,2017-12-01,balanced,5,600,1.8598102307181075,36,120
1210085,340,2017-12-01,balanced,4,200,1.4655776354505337,12,40
1642620,341,2017-12-01,balanced,6,300,9.076969205650336,18,60
2094325,342,2017-12-01,soft,4,1100,1.787619966239784,33,330
2944388,343,2018-01-01,hard,5,400,2.7503993383736787,36,40
2909487,344,2018-03-01,soft,3,200,3.323343162257502,6,60
2867478,345,2017-08-01,hard,7,800,17.86347092836498,72,80
870138,346,2017-01-01,balanced,7,700,3.5887068210392745,42,140
2863457,347,2017-03-01,balanced,2,700,4.761338752817048,42,140
110955,348,2018-04-01,soft,3,1200,5.0009701181653075,36,360
376641,349,2017-04-01,balanced,2,600,5.065800366550502,36,120
623088,350,2017-05-01,hard,7,500,6.074265480099264,45,50
1091580,351,2018-01-01,balanced,4,600,3.4968675443357897,36,120
1213401,352,2017-11-01,balanced,2,800,1.1419531399273815,48,160
2427749,353,2018-05-01,hard,6,500,12.322097194531286,45,50
2291,354,2017-02-01,hard,3,500,0.5050539435747586,45,50
2823116,355,2017-09-01,balanced,3,400,8.9349833961136,24,80
2008665,356,2018-01-01,soft,6,600,5.507087591072214,18,180
822378,357,2018-01-01,balanced,1,200,2.192144169035108,12,40
1430828,358,2017-07-01,balanced,3,600,0.4643547295741721,36,120
1803800,359,2017-08-01,balanced,3,300,16.399513001641857,18,60
841008,360,2017-02-01,balanced,5,300,4.633653127712438,18,60
1062790,361,2017-07-01,soft,4,900,8.01427047081854,27,270
2477679,362,2017-04-01,balanced,5,500,1.6631300029960605,30,100
2720569,363,2017-05-01,hard,6,400,3.9850047635210717,36,40
940785,364,2018-05-01,balanced,6,600,16.08985666258476,36,120
1719604,365,2017-08-01,balanced,4,500,12.496768327821837,30,100
2069176,366,2017-04-01,soft,5,300,1.3274098751928303,9,90
793778,367,2018-04-01,hard,2,500,1.7989811891828942,45,50
2584590,368,2018-02-01,balanced,3,100,6.845618435050365,6,20
2004351,369,2017-12-01,hard,3,700,1.775335773738161,63,70
2109488,370,2017-07-01,hard,5,400,2.4706780500325665,36,40
2369935,371,2018-04-01,balanced,10,200,6.560242329297268,12,40
2526881,372,2018-02-01,balanced,3,300,0.857647060840052,18,60
1260378,373,2017-09-01,balanced,7,500,1.670710684975181,30,100
387554,374,2017-04-01,balanced,1,300,0.43313160689538616,18,60
375569,375,2017-05-01,hard,2,600,2.4962053928908237,54,60
1455551,376,2017-01-01,hard,2,0,0.34385473249587617,0,0
776594,377,2017-01-01,balanced,3,500,10.49063243758811,30,100
182999,378,2018-01-01,soft,2,200,2.204907197139907,6,60
1099192,379,2017-10-01,balanced,4,800,6.933562527754561,48,160
465248,380,2017-06-01,hard,4,200,9.691967847680944,18,20
1175388,381,2018-06-01,hard,5,1100,1.0263106526531092,99,110
1341258,382,2017-01-01,balanced,2,500,3.3422007119617505,30,100
1134147,383,2017-10-01,soft,3,600,7.234695677787783,18,180
1521882,384,2017-07-01,hard,1,400,8.92983467518565,36,40
2366308,385,2017-12-01,balanced,5,300,14.235266905943167,18,60
302472,386,2017-09-01,hard,10,100,3.306669184345161,9,10
842168,387,2017-11-01,soft,8,200,3.6956025801523302,6,60
1456266,388,2017-04-01,soft,2,1000,1.1825480188513648,30,300
1470687,389,2017-11-01,hard,5,600,22.943958067018556,54,60
1587396,390,2017-02-01,balanced,3,300,0.3967910275466825,18,60
508742,391,2018-04-01,soft,4,300,5.422319442373384,9,90
1647626,392,2018-01-01,hard,4,600,2.618161748789566,54,60
2702662,393,2017-02-01,balanced,5,200,1.3581949273128042,12,40
943944,394,2018-04-01,soft,4,500,0.714670541777104,15,150
1810895,395,2017-09-01,balanced,6,100,0.35051170021771905,6,20
2587910,396,2018-02-01,balanced,2,700,1.0496812129036264,42,140
587720,397,2017-07-01,balanced,5,200,3.6739765512568257,12,40
1588008,398,2017-08-01,soft,5,600,1.38787536433094,18,180
1376225,399,2018-04-01,soft,4,300,1.9556485539999717,9,90
2786081,400,2018-03-01,hard,4,300,3.746904825327764,27,30
1404703,401,2018-02-01,balanced,2,600,1.1619693210139135,36,120
2642142,402,2018-06-01,balanced,3,800,11.534963589984677,48,160
499443,403,2018-02-01,balanced,4,1000,0.7096725008774203,60,200
1674045,404,2017-07-01,soft,5,700,0.895510673240237,21,210
1620073,405,2018-03-01,soft,6,500,2.977427364228435,15,150
2674261,406,2017-01-01,balanced,6,500,1.722553421342666,30,100
1989267,407,2017-04-01,hard,1,300,7.117417719909767,27,30
1937182,408,2017-01-01,balanced,1,500,0.6322352089003662,30,100
873768,409,2018-06-01,soft,4,1000,3.1756324431105205,30,300
1180348,410,2018-06-01,hard,7,200,1.3901698880719529,18,20
361547,411,2017-03-01,soft,5,400,2.0699880123445538,12,120
77753,412,2017-06-01,balanced,7,100,5.947783250378545,6,20
971538,413,2017-01-01,balanced,3,400,2.9887468643496145,24,80
982705,414,2017-04-01,balanced,5,200,4.460899013052714,12,40
2848075,415,2017-04-01,hard,1,500,1.210341068555872,45,50
2515148,416,2017-06-01,soft,8,400,5.549425587014206,12,120
2451756,417,2017-06-01,balanced,4,300,0.39467643735954483,18,60
905076,418,2017-07-01,hard,3,300,2.353664875727037,27,30
834472,419,2018-05-01,soft,3,600,3.7448198893236992,18,180
2803808,420,2017-02-01,hard,4,900,6.112900177296077,81,90
2600346,421,2017-05-01,hard,6,300,1.6522117697469854,27,30
2484748,422,2017-06-01,balanced,5,700,1.5568549539731447,42,140
141347,423,2017-03-01,balanced,1,200,0.7279356333694761,12,40
1888837,424,2018-02-01,soft,4,500,1.0974685654020089,15,150
