sub_id,start_date,end_date
527358,2018-07-01,2018-09-01
62098,2018-06-01,2018-07-01
1494488,2018-06-01,2018-06-01
402383,2018-09-01,2018-11-01
30941,2018-09-01,2018-09-01
335286,2018-10-01,2018-10-01
17569,2018-06-01,2018-06-01
150998,2018-04-01,2018-04-01
2126023,2018-06-01,2018-06-01
1221394,2018-09-01,2018-10-01
701385,2018-03-01,2018-03-01
2365245,2018-11-01,2019-01-01
2215282,2018-08-01,2018-08-01
1086961,2018-06-01,2018-07-01
1262633,2018-08-01,2018-09-01
2476879,2018-07-01,2018-07-01
1499437,2018-08-01,2018-10-01
2317694,2018-06-01,2018-07-01
1974531,2018-12-01,2018-12-01
2502819,2018-08-01,2018-09-01
2662384,2018-06-01,2018-07-01
332531,2018-06-01,2018-08-01
938008,2018-03-01,2018-03-01
898356,2018-08-01,2018-10-01
2239108,2018-07-01,2018-07-01
1481845,2018-08-01,2018-09-01
395107,2018-07-01,2018-07-01
2621882,2018-08-01,2018-10-01
1907429,2018-06-01,2018-07-01
428388,2018-09-01,2018-10-01
1967085,2018-05-01,2018-06-01
600573,2018-05-01,2018-06-01
2809681,2018-11-01,2018-12-01
794976,2018-06-01,2018-07-01
392477,2018-07-01,2018-08-01
2249496,2019-01-01,2019-03-01
2770129,2019-01-01,2019-02-01
505517,2018-04-01,2018-06-01
752840,2018-04-01,2018-04-01
2989458,2018-09-01,2018-10-01
2781120,2018-02-01,2018-04-01
81135,2018-03-01,2018-05-01
1857688,2018-09-01,2018-09-01
1723468,2018-05-01,2018-07-01
733878,2018-11-01,2018-11-01
1212992,2018-07-01,2018-07-01
2297518,2018-03-01,2018-04-01
2364319,2018-09-01,2018-10-01
2141381,2018-10-01,2018-12-01
1985767,2018-07-01,2018-09-01
1128513,2018-12-01,2019-01-01
755561,2018-11-01,2018-12-01
1268795,2018-01-01,2018-02-01
306778,2018-04-01,2018-04-01
2049500,2018-08-01,2018-09-01
2970923,2018-05-01,2018-05-01
90310,2018-05-01,2018-07-01
1503779,2018-05-01,2018-07-01
9274,2018-09-01,2018-10-01
103859,2018-06-01,2018-07-01
1033132,2018-08-01,2018-09-01
2477283,2018-11-01,2018-12-01
1834805,2018-05-01,2018-05-01
325292,2019-02-01,2019-03-01
2298071,2018-06-01,2018-06-01
2466438,2019-01-01,2019-01-01
2212659,2018-06-01,2018-08-01
688710,2018-04-01,2018-06-01
56040,2018-09-01,2018-10-01
2688064,2018-12-01,2019-02-01
2927474,2018-06-01,2018-08-01
688404,2018-08-01,2018-08-01
1115925,2018-11-01,2018-12-01
2887881,2018-07-01,2018-07-01
669939,2018-02-01,2018-02-01
1086212,2018-08-01,2018-10-01
12208,2018-05-01,2018-07-01
1752232,2018-08-01,2018-08-01
492098,2018-09-01,2018-09-01
696371,2018-10-01,2018-12-01
1739854,2018-05-01,2018-07-01
1360048,2018-07-01,2018-08-01
910816,2018-11-01,2018-12-01
2296570,2018-07-01,2018-07-01
352493,2019-01-01,2019-01-01
1164864,2017-12-01,2017-12-01
988066,2018-05-01,2018-07-01
2803527,2018-08-01,2018-09-01
997238,2018-05-01,2018-06-01
667305,2018-06-01,2018-07-01
2657257,2018-10-01,2018-12-01
347799,2018-05-01,2018-05-01
1286719,2018-07-01,2018-07-01
1143431,2018-04-01,2018-04-01
388830,2018-09-01,2018-09-01
2560901,2018-06-01,2018-08-01
28005,2018-06-01,2018-07-01
1989763,2018-05-01,2018-06-01
1395611,2018-07-01,2018-08-01
2385177,2018-10-01,2018-11-01
1348105,2018-08-01,2018-08-01
1255311,2019-01-01,2019-03-01
1913066,2018-05-01,2018-07-01
2662404,2018-03-01,2018-05-01
2104853,2018-06-01,2018-08-01
736688,2018-09-01,2018-10-01
2453736,2018-09-01,2018-10-01
1082412,2018-05-01,2018-07-01
295144,2018-06-01,2018-08-01
583633,2018-09-01,2018-09-01
2599771,2018-09-01,2018-10-01
1486402,2018-08-01,2018-08-01
691285,2018-05-01,2018-07-01
2982963,2018-06-01,2018-08-01
2376757,2018-03-01,2018-04-01
1046868,2018-07-01,2018-09-01
1332297,2018-09-01,2018-09-01
2207765,2018-03-01,2018-03-01
264411,2018-06-01,2018-08-01
554671,2018-09-01,2018-09-01
2877739,2018-05-01,2018-05-01
1740885,2018-05-01,2018-05-01
817619,2018-09-01,2018-10-01
2336674,2018-12-01,2018-12-01
589502,2018-08-01,2018-09-01
2139458,2018-07-01,2018-08-01
744804,2018-04-01,2018-05-01
2828532,2018-10-01,2018-11-01
2525105,2018-04-01,2018-06-01
1908120,2018-11-01,2018-11-01
226399,2018-07-01,2018-08-01
1128257,2018-09-01,2018-09-01
2502687,2018-07-01,2018-08-01
245849,2018-08-01,2018-08-01
2064680,2018-05-01,2018-05-01
1826370,2018-07-01,2018-08-01
1486043,2018-05-01,2018-05-01
1230372,2018-06-01,2018-07-01
2107216,2018-05-01,2018-06-01
2415821,2018-04-01,2018-04-01
528441,2018-09-01,2018-10-01
1509902,2018-12-01,2019-02-01
734285,2018-07-01,2018-09-01
1135889,2019-01-01,2019-03-01
18658,2018-12-01,2019-02-01
723248,2018-10-01,2018-10-01
1455617,2018-06-01,2018-06-01
739670,2018-10-01,2018-12-01
819801,2018-10-01,2018-11-01
928069,2018-08-01,2018-09-01
100548,2018-02-01,2018-04-01
536019,2018-05-01,2018-07-01
815613,2018-07-01,2018-08-01
2545943,2018-09-01,2018-11-01
274416,2018-02-01,2018-04-01
879011,2018-02-01,2018-03-01
378793,2018-09-01,2018-11-01
701484,2019-02-01,2019-03-01
1782993,2018-07-01,2018-07-01
1562429,2018-09-01,2018-10-01
1411934,2018-10-01,2018-10-01
332702,2018-08-01,2018-09-01
2639603,2018-09-01,2018-10-01
2577173,2018-10-01,2018-11-01
2973654,2018-03-01,2018-05-01
2103737,2018-03-01,2018-05-01
2857309,2018-05-01,2018-07-01
2833695,2018-07-01,2018-08-01
1688089,2018-06-01,2018-06-01
1468933,2019-03-01,2019-03-01
2853038,2018-03-01,2018-03-01
2189154,2018-05-01,2018-05-01
1703712,2018-03-01,2018-03-01
1562662,2019-01-01,2019-03-01
384553,2018-05-01,2018-07-01
2834579,2018-05-01,2018-06-01
2769034,2018-04-01,2018-05-01
732865,2018-11-01,2018-12-01
2160246,2018-06-01,2018-08-01
2866492,2018-06-01,2018-07-01
1953102,2018-07-01,2018-08-01
1332529,2018-07-01,2018-08-01
2536891,2018-02-01,2018-03-01
1598591,2018-04-01,2018-06-01
361463,2018-08-01,2018-08-01
1233272,2018-04-01,2018-04-01
2336609,2018-08-01,2018-10-01
1119404,2018-08-01,2018-10-01
1490017,2018-07-01,2018-07-01
1061329,2018-08-01,2018-08-01
1591073,2018-03-01,2018-04-01
2669265,2018-05-01,2018-05-01
2335678,2018-06-01,2018-08-01
2020234,2018-04-01,2018-05-01
2158727,2018-04-01,2018-06-01
2116747,2018-05-01,2018-07-01
323188,2018-08-01,2018-08-01
939294,2018-04-01,2018-06-01
151224,2018-07-01,2018-07-01
1985520,2018-09-01,2018-09-01
553895,2018-04-01,2018-05-01
2147237,2018-05-01,2018-07-01
301560,2018-04-01,2018-04-01
1798583,2018-11-01,2019-01-01
1353758,2018-02-01,2018-04-01
2982490,2018-06-01,2018-06-01
366745,2018-08-01,2018-09-01
1393913,2018-01-01,2018-01-01
2320668,2018-08-01,2018-08-01
1032274,2018-04-01,2018-05-01
2957430,2018-08-01,2018-10-01
931780,2018-04-01,2018-05-01
1430204,2018-11-01,2019-01-01
845174,2018-08-01,2018-09-01
2218536,2018-09-01,2018-11-01
2644023,2018-07-01,2018-09-01
502190,2018-09-01,2018-09-01
398271,2018-12-01,2018-12-01
817251,2018-06-01,2018-07-01
2905322,2018-11-01,2019-01-01
656493,2018-11-01,2019-01-01
1601083,2018-11-01,2019-01-01
768389,2018-05-01,2018-07-01
2438084,2018-02-01,2018-02-01
341084,2018-04-01,2018-04-01
1174917,2018-06-01,2018-07-01
696788,2018-05-01,2018-07-01
2666918,2018-06-01,2018-06-01
531514,2018-04-01,2018-04-01
2920668,2018-10-01,2018-10-01
502737,2018-04-01,2018-05-01
1119960,2018-02-01,2018-03-01
2435998,2018-08-01,2018-10-01
2630321,2018-05-01,2018-06-01
2689424,2018-06-01,2018-07-01
2916849,2018-05-01,2018-05-01
2773101,2018-08-01,2018-08-01
2309559,2018-07-01,2018-08-01
1609428,2018-07-01,2018-09-01
1196883,2018-04-01,2018-06-01
1168848,2018-07-01,2018-09-01
1743974,2018-07-01,2018-09-01
2835745,2018-07-01,2018-09-01
1089377,2019-01-01,2019-02-01
432720,2018-09-01,2018-10-01
2485995,2018-07-01,2018-09-01
2513970,2018-07-01,2018-08-01
1960608,2018-08-01,2018-08-01
2925731,2019-02-01,2019-02-01
230876,2018-07-01,2018-07-01
947139,2018-09-01,2018-11-01
605300,2018-04-01,2018-05-01
2461207,2018-04-01,2018-05-01
1088946,2018-07-01,2018-07-01
683528,2018-06-01,2018-07-01
132662,2018-07-01,2018-07-01
2218012,2018-01-01,2018-01-01
2631730,2018-05-01,2018-06-01
1481727,2019-03-01,2019-05-01
1230011,2018-10-01,2018-11-01
2364283,2018-12-01,2018-12-01
1329927,2018-08-01,2018-10-01
530568,2018-11-01,2018-11-01
2075410,2018-12-01,2018-12-01
1431010,2018-08-01,2018-09-01
2232730,2018-09-01,2018-09-01
1622777,2019-03-01,2019-04-01
2108725,2018-05-01,2018-07-01
1806547,2018-04-01,2018-05-01
1382986,2018-06-01,2018-06-01
958402,2018-08-01,2018-10-01
211806,2018-09-01,2018-11-01
1297673,2018-11-01,2019-01-01
2308551,2018-06-01,2018-06-01
690717,2018-04-01,2018-04-01
1755127,2018-10-01,2018-10-01
2843058,2018-08-01,2018-08-01
1996014,2018-05-01,2018-07-01
1581429,2018-03-01,2018-05-01
1759347,2018-05-01,2018-05-01
1921602,2018-08-01,2018-08-01
2742085,2018-05-01,2018-06-01
2024377,2018-10-01,2018-12-01
1113582,2018-03-01,2018-05-01
933640,2018-06-01,2018-06-01
1612746,2018-05-01,2018-05-01
964095,2018-06-01,2018-06-01
1886515,2018-07-01,2018-09-01
1463296,2018-05-01,2018-07-01
2416815,2018-05-01,2018-05-01
215429,2018-06-01,2018-07-01
671756,2018-08-01,2018-08-01
609501,2018-07-01,2018-08-01
175311,2018-01-01,2018-03-01
2826422,2018-07-01,2018-09-01
2679255,2018-10-01,2018-10-01
760350,2018-04-01,2018-05-01
2109344,2018-03-01,2018-04-01
2280782,2018-10-01,2018-11-01
1107753,2018-04-01,2018-04-01
2704351,2018-10-01,2018-12-01
2037288,2018-09-01,2018-11-01
2542043,2018-04-01,2018-05-01
2994248,2018-04-01,2018-05-01
2899056,2018-08-01,2018-08-01
1073408,2018-03-01,2018-03-01
1903073,2018-09-01,2018-09-01
19634,2018-09-01,2018-09-01
601653,2018-06-01,2018-06-01
2872440,2018-08-01,2018-10-01
2794427,2018-06-01,2018-07-01
1447831,2018-09-01,2018-10-01
1743328,2018-08-01,2018-10-01
143479,2018-05-01,2018-06-01
752612,2019-05-01,2019-06-01
1316131,2018-07-01,2018-07-01
498484,2018-06-01,2018-07-01
1223114,2018-01-01,2018-03-01
1275609,2018-09-01,2018-11-01
184766,2018-04-01,2018-06-01
1684850,2018-05-01,2018-07-01
816157,2018-03-01,2018-05-01
162312,2018-03-01,2018-03-01
1363742,2018-06-01,2018-07-01
1253722,2018-08-01,2018-10-01
1089015,2019-01-01,2019-03-01
2029512,2018-10-01,2018-11-01
2415593,2019-02-01,2019-03-01
1004068,2018-05-01,2018-07-01
354086,2018-09-01,2018-09-01
419772,2018-12-01,2019-01-01
2277876,2018-08-01,2018-10-01
2263416,2018-06-01,2018-06-01
1660435,2018-08-01,2018-08-01
2402161,2018-04-01,2018-05-01
1422416,2018-10-01,2018-10-01
572809,2018-08-01,2018-09-01
2004543,2018-07-01,2018-09-01
2465646,2018-04-01,2018-06-01
386738,2018-09-01,2018-11-01
1675640,2018-05-01,2018-06-01
1523782,2018-08-01,2018-09-01
446190,2019-01-01,2019-03-01
2416064,2018-01-01,2018-02-01
1238125,2018-08-01,2018-08-01
111423,2018-06-01,2018-06-01
2822245,2018-11-01,2018-11-01
1070013,2018-05-01,2018-06-01
706083,2018-09-01,2018-10-01
2865225,2018-09-01,2018-10-01
2897123,2019-01-01,2019-02-01
1116130,2018-04-01,2018-04-01
2350795,2018-07-01,2018-08-01
2048641,2018-12-01,2019-01-01
1327678,2018-07-01,2018-08-01
1383328,2017-12-01,2018-01-01
953023,2018-02-01,2018-02-01
2460177,2018-06-01,2018-08-01
2308752,2018-11-01,2018-11-01
2165845,2018-08-01,2018-08-01
1519615,2018-07-01,2018-07-01
1878713,2018-07-01,2018-09-01
2030359,2018-06-01,2018-08-01
1080459,2017-12-01,2017-12-01
729558,2019-03-01,2019-04-01
2818946,2018-08-01,2018-08-01
2999277,2018-06-01,2018-08-01
1248838,2018-07-01,2018-09-01
1103422,2018-06-01,2018-08-01
1447693,2018-05-01,2018-05-01
1834450,2018-08-01,2018-08-01
1804945,2018-03-01,2018-04-01
1506339,2018-12-01,2019-01-01
1098309,2018-09-01,2018-11-01
2813950,2018-07-01,2018-08-01
2038506,2018-05-01,2018-06-01
502105,2018-05-01,2018-06-01
305691,2018-05-01,2018-07-01
1906944,2018-04-01,2018-05-01
2692383,2018-11-01,2019-01-01
1719443,2018-02-01,2018-02-01
437742,2018-09-01,2018-10-01
1438053,2018-07-01,2018-07-01
281135,2018-01-01,2018-01-01
2826839,2018-12-01,2019-02-01
377656,2018-08-01,2018-10-01
2401931,2018-05-01,2018-05-01
2330771,2018-04-01,2018-05-01
1878175,2018-08-01,2018-08-01
1038014,2018-08-01,2018-09-01
1479854,2018-06-01,2018-06-01
331657,2018-05-01,2018-06-01
1122032,2018-12-01,2019-01-01
1279473,2018-06-01,2018-08-01
1403839,2019-01-01,2019-02-01
2733662,2018-07-01,2018-08-01
2703312,2018-02-01,2018-02-01
1463619,2018-08-01,2018-08-01
764220,2018-04-01,2018-04-01
1963813,2018-09-01,2018-10-01
2950626,2018-03-01,2018-04-01
1522207,2018-07-01,2018-07-01
1170429,2018-05-01,2018-07-01
1900498,2018-06-01,2018-07-01
2159515,2018-09-01,2018-11-01
1307077,2018-06-01,2018-06-01
105208,2018-04-01,2018-04-01
2505646,2018-05-01,2018-05-01
1113323,2018-10-01,2018-10-01
2246309,2018-06-01,2018-08-01
1266604,2018-02-01,2018-02-01
2721030,2018-06-01,2018-07-01
1073618,2018-07-01,2018-07-01
2842519,2018-08-01,2018-08-01
1220005,2018-09-01,2018-10-01
1357990,2018-06-01,2018-08-01
2607110,2018-08-01,2018-10-01
663772,2019-05-01,2019-06-01
1309395,2018-12-01,2018-12-01
2439169,2018-09-01,2018-11-01
1042328,2018-05-01,2018-07-01
19863,2018-05-01,2018-05-01
517156,2018-12-01,2019-01-01
2811060,2018-07-01,2018-08-01
2194375,2018-11-01,2018-11-01
2602368,2018-07-01,2018-08-01
1510231,2018-04-01,2018-04-01
2708245,2018-06-01,2018-06-01
305085,2018-04-01,2018-06-01
21962,2018-06-01,2018-07-01
106857,2018-05-01,2018-07-01
385677,2018-06-01,2018-07-01
553963,2018-07-01,2018-09-01
1809482,2018-09-01,2018-09-01
2518426,2018-05-01,2018-06-01
2113071,2018-11-01,2019-01-01
2712725,2018-06-01,2018-06-01
167915,2018-03-01,2018-03-01
1491679,2018-08-01,2018-09-01
1271934,2018-10-01,2018-12-01
2073959,2018-09-01,2018-10-01
2869799,2018-06-01,2018-08-01
544564,2018-09-01,2018-11-01
897106,2018-05-01,2018-06-01
1752389,2018-08-01,2018-08-01
267534,2018-07-01,2018-08-01
2126431,2018-07-01,2018-08-01
1318778,2018-03-01,2018-03-01
2776159,2018-09-01,2018-11-01
2507911,2018-10-01,2018-11-01
2793711,2018-06-01,2018-08-01
394298,2018-07-01,2018-09-01
877812,2018-10-01,2018-10-01
2547336,2019-01-01,2019-01-01
1204019,2018-05-01,2018-05-01
2434983,2018-10-01,2018-11-01
670953,2018-08-01,2018-10-01
473956,2018-07-01,2018-08-01
2715919,2018-06-01,2018-08-01
795151,2018-08-01,2018-10-01
2514294,2018-03-01,2018-04-01
1889662,2018-08-01,2018-09-01
1837049,2018-05-01,2018-07-01
573100,2018-08-01,2018-09-01
629722,2018-09-01,2018-11-01
1741008,2018-12-01,2019-01-01
44797,2018-05-01,2018-05-01
1230303,2018-08-01,2018-10-01
1404922,2018-11-01,2019-01-01
1809144,2018-09-01,2018-11-01
1424185,2018-03-01,2018-03-01
544053,2018-11-01,2018-11-01
1302780,2018-06-01,2018-06-01
2498535,2018-08-01,2018-10-01
2667191,2018-08-01,2018-08-01
450636,2018-11-01,2019-01-01
2123856,2018-03-01,2018-05-01
2002612,2018-06-01,2018-06-01
460829,2018-06-01,2018-07-01
1949198,2019-01-01,2019-03-01
957627,2018-06-01,2018-06-01
103281,2018-05-01,2018-05-01
986993,2018-09-01,2018-11-01
2306417,2018-09-01,2018-11-01
530459,2018-03-01,2018-05-01
551802,2018-04-01,2018-05-01
2513490,2018-06-01,2018-06-01
1208570,2018-06-01,2018-07-01
556756,2018-07-01,2018-08-01
2482561,2018-08-01,2018-08-01
2818471,2018-04-01,2018-05-01
2790427,2018-04-01,2018-06-01
280502,2019-02-01,2019-02-01
1006043,2018-06-01,2018-07-01
1919368,2018-05-01,2018-05-01
1881588,2018-04-01,2018-06-01
584470,2018-10-01,2018-12-01
2632403,2018-09-01,2018-11-01
2550557,2018-09-01,2018-09-01
2664166,2018-09-01,2018-09-01
1237629,2018-07-01,2018-09-01
108387,2018-06-01,2018-06-01
1984655,2018-09-01,2018-09-01
639213,2018-11-01,2018-11-01
2029142,2018-03-01,2018-05-01
331853,2018-05-01,2018-07-01
1587798,2018-07-01,2018-08-01
597515,2018-08-01,2018-08-01
745949,2018-06-01,2018-08-01
2194532,2018-08-01,2018-08-01
276423,2018-07-01,2018-08-01
1743137,2018-11-01,2018-12-01
623498,2018-05-01,2018-05-01
565184,2018-02-01,2018-03-01
860459,2018-08-01,2018-09-01
2902783,2018-06-01,2018-06-01
1148299,2018-10-01,2018-11-01
2084908,2018-10-01,2018-11-01
1475699,2018-05-01,2018-06-01
2492977,2018-12-01,2018-12-01
2007943,2018-01-01,2018-03-01
2355115,2018-09-01,2018-11-01
1993250,2018-07-01,2018-08-01
2055150,2018-05-01,2018-05-01
761522,2018-10-01,2018-10-01
2897982,2018-02-01,2018-04-01
717173,2018-03-01,2018-04-01
1853082,2019-02-01,2019-03-01
2832768,2018-05-01,2018-07-01
1645333,2018-12-01,2019-02-01
2442357,2018-08-01,2018-09-01
1315767,2017-12-01,2017-12-01
859116,2018-08-01,2018-10-01
1535321,2018-08-01,2018-09-01
2203214,2018-04-01,2018-04-01
1779880,2018-04-01,2018-04-01
403762,2018-03-01,2018-04-01
2365765,2018-11-01,2019-01-01
772825,2018-03-01,2018-03-01
2069540,2018-08-01,2018-08-01
1379011,2018-05-01,2018-05-01
2273171,2018-08-01,2018-10-01
2017364,2018-05-01,2018-07-01
1263606,2018-08-01,2018-10-01
1633991,2018-04-01,2018-06-01
979285,2018-08-01,2018-09-01
1137468,2018-04-01,2018-06-01
2878959,2018-07-01,2018-09-01
1850556,2018-08-01,2018-09-01
48233,2018-04-01,2018-06-01
1805601,2018-05-01,2018-05-01
2300036,2018-09-01,2018-11-01
1137819,2018-10-01,2018-11-01
2201884,2018-07-01,2018-07-01
1249575,2018-07-01,2018-09-01
2579097,2018-09-01,2018-09-01
431773,2018-11-01,2018-12-01
1583507,2018-05-01,2018-07-01
42688,2018-08-01,2018-10-01
1900325,2018-10-01,2018-11-01
2431284,2018-05-01,2018-05-01
93819,2018-07-01,2018-09-01
2017907,2018-11-01,2018-12-01
921830,2018-06-01,2018-06-01
773311,2018-03-01,2018-05-01
2422031,2018-07-01,2018-07-01
1737735,2018-03-01,2018-05-01
1604358,2017-12-01,2018-01-01
2925594,2018-04-01,2018-06-01
1623145,2018-04-01,2018-05-01
1242209,2018-06-01,2018-07-01
2275171,2018-08-01,2018-10-01
1174337,2018-06-01,2018-06-01
2601744,2018-08-01,2018-10-01
18535,2019-02-01,2019-02-01
1270110,2018-03-01,2018-04-01
2570405,2018-05-01,2018-07-01
2457650,2018-05-01,2018-06-01
1589997,2018-06-01,2018-06-01
2270943,2018-07-01,2018-07-01
591422,2018-06-01,2018-06-01
1065242,2018-04-01,2018-06-01
2555879,2018-06-01,2018-06-01
2083161,2018-07-01,2018-08-01
2432804,2018-04-01,2018-05-01
1048494,2018-08-01,2018-10-01
452603,2018-10-01,2018-12-01
2974518,2018-05-01,2018-06-01
793089,2018-10-01,2018-11-01
2552762,2018-08-01,2018-08-01
2745229,2018-08-01,2018-10-01
2251334,2018-08-01,2018-09-01
1670434,2018-11-01,2019-01-01
2375056,2018-07-01,2018-08-01
832692,2018-07-01,2018-08-01
1231547,2018-04-01,2018-04-01
2920066,2019-02-01,2019-03-01
986239,2018-09-01,2018-10-01
2806980,2018-06-01,2018-06-01
1245583,2018-05-01,2018-05-01
2169136,2018-08-01,2018-10-01
520152,2018-03-01,2018-05-01
748087,2018-04-01,2018-06-01
1785423,2018-11-01,2018-12-01
960257,2018-09-01,2018-10-01
1967314,2018-06-01,2018-08-01
2385543,2018-03-01,2018-05-01
1219915,2018-08-01,2018-09-01
2335728,2018-04-01,2018-04-01
2342339,2018-09-01,2018-09-01
1311869,2018-09-01,2018-09-01
807832,2018-07-01,2018-09-01
763720,2018-02-01,2018-04-01
2114898,2018-01-01,2018-02-01
2686093,2018-09-01,2018-10-01
917844,2018-06-01,2018-06-01
1270499,2018-03-01,2018-05-01
1657756,2018-03-01,2018-03-01
2727899,2018-10-01,2018-12-01
1039181,2018-09-01,2018-11-01
1285557,2018-03-01,2018-04-01
1883773,2018-07-01,2018-08-01
205019,2018-09-01,2018-09-01
2539449,2018-12-01,2019-01-01
904816,2018-08-01,2018-09-01
69027,2018-10-01,2018-11-01
1971947,2018-04-01,2018-05-01
2855083,2018-11-01,2018-11-01
394660,2018-04-01,2018-05-01
2475140,2018-10-01,2018-11-01
1895206,2018-04-01,2018-05-01
805939,2018-04-01,2018-04-01
825201,2018-09-01,2018-09-01
1286933,2018-08-01,2018-10-01
2034197,2018-07-01,2018-08-01
382638,2018-09-01,2018-11-01
1172886,2018-08-01,2018-09-01
2597376,2018-02-01,2018-03-01
